lang,id,speaker_id,gender,duration_sec,sample_rate,n_words,n_chars
lug,lug_10924,650,Female,38.88275,16000,31,243
lug,lug_65887,184,Male,24.30275,16000,27,197
lug,lug_65863,1473,Male,22.35875,16000,30,199
lug,lug_65894,447,,25.85075,16000,44,302
lug,lug_65833,2556,Male,44.06675,16000,46,300
lug,lug_11888,1173,Female,19.29875,16000,21,149
lug,lug_11846,53,Male,20.48675,16000,34,219
lug,lug_11896,939,Male,16.59875,16000,19,138
lug,lug_11852,1309,Female,24.69875,16000,33,228
lug,lug_11841,56,Female,28.94675,16000,49,354
lug,lug_11860,2467,Female,25.92275,16000,34,231
lug,lug_11893,1640,Male,32.94275,16000,34,264
lug,lug_24723,466,Male,5.47475,16000,10,76
lug,lug_24702,1455,Female,21.67475,16000,22,176
lug,lug_24706,157,Female,20.16275,16000,22,161
lug,lug_24734,918,Female,19.08275,16000,16,128
lug,lug_24726,2477,Female,26.42675,16000,29,239
lug,lug_24745,1455,Female,23.00675,16000,23,178
lug,lug_24799,1734,Male,21.67475,16000,39,268
lug,lug_58538,673,Male,27.90275,16000,27,214
lug,lug_58599,2466,Female,41.94275,16000,45,310
lug,lug_87509,39,Female,19.58675,16000,18,120
lug,lug_87554,675,Female,18.21875,16000,28,181
lug,lug_87525,56,Female,22.64675,16000,33,216
lug,lug_87556,163,Male,19.65875,16000,17,142
lug,lug_87577,968,Male,42.05075,16000,48,320
lug,lug_5642,1635,Male,17.60675,16000,28,239
lug,lug_5631,192,Female,20.09075,16000,26,184
lug,lug_5684,667,Male,16.70675,16000,17,104
lug,lug_5675,1067,Female,30.53075,16000,39,284
lug,lug_44281,433,Female,16.09475,16000,27,183
lug,lug_44244,1619,Female,18.29075,16000,28,150
lug,lug_44283,447,,21.24275,16000,31,251
lug,lug_44284,2538,Male,22.71875,16000,41,247
lug,lug_44249,1663,Female,42.19475,16000,60,430
lug,lug_56470,2477,Female,17.67875,16000,21,159
lug,lug_56454,163,Male,20.95475,16000,24,167
lug,lug_56452,192,Female,18.03875,16000,19,139
lug,lug_56445,433,Female,21.02675,16000,32,229
lug,lug_56423,433,Female,21.45875,16000,28,165
lug,lug_56407,2465,Male,28.40675,16000,28,214
lug,lug_56427,2604,Female,24.51875,16000,22,151
lug,lug_56417,666,Female,25.20275,16000,14,102
lug,lug_56476,148,Female,25.59875,16000,28,220
lug,lug_56463,1428,Male,35.82275,16000,43,293
lug,lug_1945,193,Female,16.27475,16000,20,146
lug,lug_1912,180,Female,18.90275,16000,8,57
lug,lug_1977,433,Female,17.85875,16000,26,184
lug,lug_1980,181,Female,16.20275,16000,14,118
lug,lug_1935,194,Male,25.92275,16000,15,108
lug,lug_1942,921,Male,19.37075,16000,19,149
lug,lug_1925,1263,Female,42.77075,16000,90,607
lug,lug_94660,889,Male,22.17875,16000,23,171
lug,lug_94650,153,Male,20.77475,16000,23,154
lug,lug_94638,1309,Female,22.32275,16000,30,203
lug,lug_94691,1483,Female,21.38675,16000,44,281
lug,lug_94635,2500,Male,39.13475,16000,28,202
lug,lug_94698,1542,Female,37.47875,16000,52,396
lug,lug_67268,166,Male,17.13875,16000,19,141
lug,lug_67259,667,Male,17.53475,16000,15,100
lug,lug_67296,1741,Male,21.45875,16000,24,174
lug,lug_67254,1413,Female,27.90275,16000,38,282
lug,lug_67244,968,Male,34.85075,16000,32,214
lug,lug_47152,146,Female,19.47875,16000,31,209
lug,lug_47190,1408,Male,19.08275,16000,27,149
lug,lug_47107,2465,Male,29.91875,16000,34,226
lug,lug_47111,2571,Female,33.44675,16000,28,215
lug,lug_47105,1500,Male,33.51875,16000,36,255
lug,lug_88621,45,Female,15.87875,16000,19,143
lug,lug_88657,1484,Male,17.21075,16000,25,207
lug,lug_88619,919,Male,19.04675,16000,13,95
lug,lug_88626,677,Male,18.54275,16000,30,200
lug,lug_88675,185,Female,18.72275,16000,17,127
lug,lug_88663,1720,Female,32.11475,16000,38,281
lug,lug_72508,1462,Female,19.51475,16000,21,161
lug,lug_72555,1068,Male,22.21475,16000,21,130
lug,lug_72583,1209,Male,17.93075,16000,21,161
lug,lug_72575,189,Male,22.64675,16000,31,224
lug,lug_29861,178,Female,17.53475,16000,16,117
lug,lug_29867,1633,Female,22.46675,16000,25,224
lug,lug_29810,1411,Male,22.86275,16000,27,214
lug,lug_29899,663,Female,16.99475,16000,15,134
lug,lug_29871,1622,Female,28.87475,16000,35,250
lug,lug_29828,897,Female,44.21075,16000,46,289
lug,lug_29866,2576,Female,44.10275,16000,45,351
lug,lug_7922,153,Male,20.05475,16000,20,141
lug,lug_7980,1595,Male,18.43475,16000,26,216
lug,lug_7921,2581,Female,22.64675,16000,21,165
lug,lug_7989,1455,Female,24.05075,16000,32,201
lug,lug_7992,2635,Male,30.06275,16000,39,251
lug,lug_5904,171,Male,17.53475,16000,8,69
lug,lug_5921,889,Male,20.23475,16000,20,162
lug,lug_5902,792,Male,22.14275,16000,29,215
lug,lug_5988,170,Male,18.29075,16000,44,303
lug,lug_5971,1221,Female,22.64675,16000,19,120
lug,lug_5992,1701,Male,24.05075,16000,22,171
lug,lug_5916,39,Female,31.10675,16000,37,228
lug,lug_5909,1413,Female,34.74275,16000,38,284
lug,lug_5963,1449,Male,36.93875,16000,37,277
lug,lug_93844,666,Female,16.38275,16000,13,93
lug,lug_93853,192,Female,17.67875,16000,20,167
lug,lug_93830,650,Female,25.38275,16000,23,183
lug,lug_93833,1701,Male,21.85475,16000,23,172
lug,lug_93815,1475,Male,26.28275,16000,28,199
lug,lug_93888,166,Male,18.39875,16000,28,165
lug,lug_93898,794,Female,20.95475,16000,28,214
lug,lug_93843,1448,Male,41.72675,16000,62,443
lug,lug_73727,666,Female,16.63475,16000,14,83
lug,lug_73719,2596,Male,20.37875,16000,26,183
lug,lug_73734,921,Male,19.33475,16000,14,116
lug,lug_73758,159,Male,19.94675,16000,29,220
lug,lug_73794,157,Female,20.01875,16000,23,182
lug,lug_73793,1216,Male,25.88675,16000,32,208
lug,lug_73775,2476,Male,29.81075,16000,27,197
lug,lug_35063,2528,Male,19.47875,16000,20,128
lug,lug_35033,1546,Female,19.58675,16000,25,181
lug,lug_35089,171,Male,17.17475,16000,12,101
lug,lug_35010,2481,Female,27.90275,16000,29,219
lug,lug_35048,1717,Male,28.26275,16000,33,247
lug,lug_61340,1196,Female,17.46275,16000,27,172
lug,lug_61394,666,Female,16.20275,16000,18,104
lug,lug_61368,194,Male,21.63875,16000,15,105
lug,lug_61363,1221,Female,23.72675,16000,21,134
lug,lug_61358,2487,Female,25.85075,16000,26,178
lug,lug_26500,1710,Male,17.75075,16000,13,94
lug,lug_26502,1392,Male,18.61475,16000,18,119
lug,lug_26579,667,Male,16.95875,16000,15,119
lug,lug_26547,1481,Male,42.01475,16000,57,418
lug,lug_29453,466,Male,5.79875,16000,14,112
lug,lug_29452,1620,Male,21.13475,16000,17,124
lug,lug_29487,794,Female,20.88275,16000,25,166
lug,lug_29472,56,Female,22.86275,16000,36,242
lug,lug_29494,1486,Male,24.37475,16000,24,173
lug,lug_29493,2590,Male,25.09475,16000,26,192
lug,lug_50247,155,Male,17.64275,16000,15,122
lug,lug_50227,648,Male,17.13875,16000,20,125
lug,lug_50251,1411,Male,21.92675,16000,22,189
lug,lug_50295,890,Female,24.08675,16000,36,260
lug,lug_50269,919,Male,43.16675,16000,45,318
lug,lug_50270,922,Female,43.99475,16000,68,488
lug,lug_3194,466,Male,4.93475,16000,10,63
lug,lug_3140,666,Female,16.45475,16000,16,119
lug,lug_3119,42,Female,18.43475,16000,24,182
lug,lug_3168,157,Female,16.81475,16000,21,156
lug,lug_3180,1641,Female,19.08275,16000,16,118
lug,lug_3175,186,Male,23.61875,16000,33,259
lug,lug_3197,1595,Male,25.95875,16000,43,285
lug,lug_3188,2603,Female,37.73075,16000,43,311
lug,lug_3122,897,Female,44.13875,16000,52,348
lug,lug_10759,921,Male,17.53475,16000,20,132
lug,lug_10744,160,Female,21.99875,16000,37,271
lug,lug_10782,1416,Female,22.50275,16000,35,230
lug,lug_10732,921,Male,22.93475,16000,24,183
lug,lug_10784,2626,Male,23.65475,16000,31,249
lug,lug_10771,896,Male,41.43875,16000,47,347
lug,lug_10760,1240,Female,42.19475,16000,52,374
lug,lug_60104,466,Male,6.05075,16000,9,81
lug,lug_60129,146,Female,17.17475,16000,27,187
lug,lug_60199,1573,Female,17.31875,16000,24,144
lug,lug_60195,44,Male,20.34275,16000,36,239
lug,lug_60145,2500,Male,38.70275,16000,33,249
lug,lug_72971,1484,Male,17.96675,16000,28,200
lug,lug_72944,648,Male,17.13875,16000,11,87
lug,lug_72905,2581,Female,25.70675,16000,28,204
lug,lug_11426,163,Male,18.75875,16000,15,129
lug,lug_11429,1371,Female,18.21875,16000,17,133
lug,lug_11430,1484,Male,21.13475,16000,31,226
lug,lug_11476,1178,Male,20.95475,16000,17,132
lug,lug_11454,2548,Female,25.13075,16000,38,286
lug,lug_11428,947,Male,28.08275,16000,36,263
lug,lug_11443,184,Male,44.21075,16000,36,297
lug,lug_36309,178,Female,19.83875,16000,15,114
lug,lug_36357,160,Female,19.65875,16000,28,202
lug,lug_36347,169,Male,19.83875,16000,46,296
lug,lug_36352,43,Male,21.49475,16000,33,254
lug,lug_36355,1448,Male,41.94275,16000,62,434
lug,lug_4556,1426,Male,21.56675,16000,32,211
lug,lug_4561,155,Male,18.93875,16000,17,129
lug,lug_4552,1153,Female,23.58275,16000,30,196
lug,lug_4573,923,Male,27.54275,16000,26,202
lug,lug_4581,673,Male,27.61475,16000,37,258
lug,lug_4524,1584,Female,33.51875,16000,61,392
lug,lug_92553,2604,Female,23.36675,16000,16,140
lug,lug_92557,1572,Female,42.62675,16000,55,419
lug,lug_51123,1675,Male,17.64275,16000,28,170
lug,lug_51146,889,Male,17.21075,16000,17,126
lug,lug_51112,1309,Female,23.79875,16000,26,210
lug,lug_51119,149,Male,21.42275,16000,16,129
lug,lug_51132,921,Male,24.66275,16000,23,207
lug,lug_51106,39,Female,30.06275,16000,42,275
lug,lug_51129,1256,Male,29.59475,16000,34,233
lug,lug_39458,466,Male,5.61875,16000,14,91
lug,lug_39444,170,Male,15.33875,16000,30,200
lug,lug_39451,1595,Male,18.21875,16000,27,211
lug,lug_39477,1698,Female,16.41875,16000,19,116
lug,lug_39435,792,Male,16.23875,16000,17,127
lug,lug_39450,667,Male,16.74275,16000,16,114
lug,lug_39415,2461,Male,23.72675,16000,15,149
lug,lug_39447,150,Female,22.32275,16000,24,199
lug,lug_39406,2500,Male,26.85875,16000,19,140
lug,lug_39498,1640,Male,21.49475,16000,25,161
lug,lug_39440,1539,Male,28.44275,16000,29,203
lug,lug_39487,1395,Male,28.01075,16000,41,286
lug,lug_52060,160,Female,21.89075,16000,32,215
lug,lug_52066,2510,Male,20.84675,16000,23,145
lug,lug_52086,1562,Male,36.00275,16000,39,281
lug,lug_8701,665,Female,18.43475,16000,29,195
lug,lug_8738,1174,Female,17.21075,16000,24,151
lug,lug_8769,2595,Female,20.52275,16000,18,131
lug,lug_8744,149,Male,18.68675,16000,13,101
lug,lug_8788,790,Female,18.29075,16000,17,109
lug,lug_8704,241,Male,26.06675,16000,28,188
lug,lug_8750,966,Male,24.12275,16000,36,229
lug,lug_8765,161,Female,27.43475,16000,49,334
lug,lug_8710,1256,Male,42.66275,16000,45,317
lug,lug_22809,1209,Male,23.76275,16000,20,139
lug,lug_22817,187,Female,22.50275,16000,12,90
lug,lug_22840,433,Female,24.19475,16000,32,232
lug,lug_22869,187,Female,21.74675,16000,17,133
lug,lug_22843,1539,Male,24.48275,16000,21,156
lug,lug_22820,896,Male,27.36275,16000,30,233
lug,lug_22832,168,Male,33.01475,16000,50,375
lug,lug_22861,2576,Female,44.10275,16000,46,349
lug,lug_22897,966,Male,42.15875,16000,67,452
lug,lug_50028,1784,Male,18.90275,16000,29,252
lug,lug_50033,1602,Male,19.04675,16000,24,154
lug,lug_50041,890,Female,19.15475,16000,27,204
lug,lug_50059,155,Male,21.78275,16000,25,182
lug,lug_50084,1620,Male,17.82275,16000,19,126
lug,lug_50091,918,Female,18.57875,16000,20,138
lug,lug_50029,164,Male,36.68675,16000,48,342
lug,lug_93390,466,Male,5.33075,16000,14,92
lug,lug_93314,665,Female,18.32675,16000,25,189
lug,lug_93357,665,Female,18.36275,16000,24,185
lug,lug_93395,1573,Female,16.45475,16000,18,119
lug,lug_93347,1432,Male,32.22275,16000,40,269
lug,lug_93383,2590,Male,33.98675,16000,38,243
lug,lug_59743,1395,Male,18.50675,16000,22,175
lug,lug_59772,187,Female,19.15475,16000,13,111
lug,lug_59737,1309,Female,27.25475,16000,30,250
lug,lug_59771,1401,Female,26.49875,16000,26,189
lug,lug_59783,1412,Male,24.41075,16000,15,116
lug,lug_59733,27,Female,34.81475,16000,53,328
lug,lug_59747,1097,Female,35.13875,16000,68,506
lug,lug_59729,1481,Male,39.56675,16000,41,298
lug,lug_59751,919,Male,44.06675,16000,47,367
lug,lug_59774,1408,Male,36.93875,16000,53,383
lug,lug_55413,150,Female,18.54275,16000,26,202
lug,lug_55466,2514,Male,26.06675,16000,34,247
lug,lug_55405,1402,Female,39.17075,16000,67,469
lug,lug_46010,195,Female,21.74675,16000,24,164
lug,lug_46018,1178,Male,27.79475,16000,41,255
lug,lug_46038,1597,Male,25.99475,16000,39,273
lug,lug_46012,153,Male,34.70675,16000,45,316
lug,lug_46030,1640,Male,36.14675,16000,39,304
lug,lug_46093,966,Male,39.63875,16000,48,307
lug,lug_41506,466,Male,5.94275,16000,13,90
lug,lug_41557,179,Male,15.98675,16000,13,116
lug,lug_41559,1484,Male,17.46275,16000,24,207
lug,lug_41532,792,Male,16.52675,16000,21,159
lug,lug_41520,156,Male,21.85475,16000,35,268
lug,lug_41546,1178,Male,21.06275,16000,21,155
lug,lug_41584,1484,Male,20.41475,16000,38,295
lug,lug_41508,2481,Female,33.73475,16000,26,165
lug,lug_7638,447,,17.82275,16000,24,154
lug,lug_7683,147,Male,15.48275,16000,18,131
lug,lug_7645,1068,Male,23.47475,16000,26,173
lug,lug_7663,1597,Male,19.83875,16000,31,212
lug,lug_7600,897,Female,44.13875,16000,49,317
lug,lug_90949,924,Female,20.73875,16000,31,248
lug,lug_90908,2466,Female,27.75875,16000,33,220
lug,lug_90901,27,Female,28.65875,16000,37,262
lug,lug_90943,2474,Male,28.29875,16000,41,299
lug,lug_90906,922,Female,44.10275,16000,63,503
lug,lug_71039,195,Female,15.30275,16000,15,107
lug,lug_71074,1546,Female,20.84675,16000,25,201
lug,lug_71037,920,Female,26.82275,16000,40,268
lug,lug_71019,2481,Female,36.61475,16000,28,212
lug,lug_71011,1229,Male,44.06675,16000,51,364
lug,lug_46712,673,Male,22.86275,16000,25,176
lug,lug_46742,1701,Male,29.23475,16000,36,237
lug,lug_89045,239,Male,17.13875,16000,18,129
lug,lug_89032,1221,Female,22.57475,16000,30,194
lug,lug_89065,183,Female,21.67475,16000,25,181
lug,lug_89015,1309,Female,27.39875,16000,34,250
lug,lug_89018,172,Male,39.63875,16000,61,441
lug,lug_9027,156,Male,20.77475,16000,28,241
lug,lug_9045,39,Female,21.85475,16000,22,129
lug,lug_9032,921,Male,24.33875,16000,26,181
lug,lug_9091,1744,Male,26.78675,16000,40,275
lug,lug_9067,1551,Male,35.85875,16000,49,328
lug,lug_42705,666,Female,20.30675,16000,27,165
lug,lug_42701,158,Female,19.83875,16000,16,106
lug,lug_42762,1371,Female,16.77875,16000,24,171
lug,lug_42722,156,Male,20.88275,16000,29,215
lug,lug_42743,187,Female,22.46675,16000,12,113
lug,lug_42712,2481,Female,28.33475,16000,36,242
lug,lug_42729,1322,Female,34.20275,16000,31,252
lug,lug_82576,162,Male,15.80675,16000,11,95
lug,lug_82590,195,Female,16.63475,16000,17,135
lug,lug_82561,176,Female,22.10675,16000,20,139
lug,lug_82544,1584,Female,25.81475,16000,20,123
lug,lug_82535,919,Male,38.19875,16000,42,321
lug,lug_82562,648,Male,41.58275,16000,38,255
lug,lug_35849,901,Male,22.82675,16000,21,166
lug,lug_35805,894,Male,25.95875,16000,29,208
lug,lug_35800,2478,Female,29.23475,16000,34,247
lug,lug_35846,1539,Male,25.92275,16000,16,112
lug,lug_35878,968,Male,22.57475,16000,18,150
lug,lug_41698,466,Male,5.65475,16000,9,72
lug,lug_41611,1546,Female,16.49075,16000,26,182
lug,lug_41638,2528,Male,23.00675,16000,19,119
lug,lug_41653,149,Male,18.14675,16000,17,137
lug,lug_41671,53,Male,20.91875,16000,28,206
lug,lug_41673,167,Female,22.57475,16000,27,158
lug,lug_41694,1608,Male,21.49475,16000,40,260
lug,lug_41690,154,Male,22.46675,16000,21,188
lug,lug_41676,194,Male,26.78675,16000,14,112
lug,lug_41670,942,Female,39.60275,16000,40,317
lug,lug_10453,1551,Male,16.38275,16000,14,117
lug,lug_10482,43,Male,16.38275,16000,24,160
lug,lug_10494,154,Male,18.86675,16000,31,204
lug,lug_10423,1112,Female,32.54675,16000,40,299
lug,lug_80713,648,Male,16.38275,16000,13,96
lug,lug_80791,166,Male,17.78675,16000,24,143
lug,lug_463,667,Male,15.62675,16000,12,104
lug,lug_408,2478,Female,20.66675,16000,23,167
lug,lug_460,1584,Female,24.41075,16000,19,148
lug,lug_459,150,Female,25.70675,16000,43,315
lug,lug_496,2500,Male,41.00675,16000,30,249
lug,lug_477,920,Female,37.29875,16000,44,333
lug,lug_97429,168,Male,18.00275,16000,33,222
lug,lug_97451,164,Male,20.59475,16000,19,130
lug,lug_97480,433,Female,19.29875,16000,27,182
lug,lug_97475,1401,Female,21.09875,16000,18,139
lug,lug_97432,891,Female,28.73075,16000,40,272
lug,lug_97487,167,Female,26.21075,16000,35,269
lug,lug_32921,1453,Male,24.19475,16000,31,206
lug,lug_32996,1552,Male,17.49875,16000,14,103
lug,lug_32988,1455,Female,18.93875,16000,19,151
lug,lug_3019,1196,Female,19.11875,16000,18,147
lug,lug_3044,891,Female,20.91875,16000,20,148
lug,lug_3013,170,Male,23.69075,16000,28,187
lug,lug_3081,188,Male,27.25475,16000,31,246
lug,lug_18619,958,Male,25.38275,16000,29,201
lug,lug_18610,166,Male,33.15875,16000,32,201
lug,lug_18648,1401,Female,34.70675,16000,28,217
lug,lug_18659,2532,Female,39.02675,16000,42,294
lug,lug_74100,175,Female,21.02675,16000,28,214
lug,lug_74112,2515,Male,21.67475,16000,36,224
lug,lug_74170,178,Female,19.22675,16000,19,121
lug,lug_74152,179,Male,20.66675,16000,16,132
lug,lug_29285,1509,Female,25.52675,16000,35,259
lug,lug_29225,2481,Female,36.61475,16000,32,235
lug,lug_23319,179,Male,21.09875,16000,22,165
lug,lug_23355,1233,Female,20.81075,16000,15,119
lug,lug_23367,192,Female,19.76675,16000,20,157
lug,lug_23376,895,Female,20.59475,16000,18,108
lug,lug_23373,1474,Male,20.52275,16000,26,181
lug,lug_23368,1274,Female,23.79875,16000,19,166
lug,lug_23384,1192,Female,20.30675,16000,30,221
lug,lug_23393,56,Female,23.47475,16000,34,227
lug,lug_39583,466,Male,5.90675,16000,8,62
lug,lug_39516,191,Male,18.61475,16000,12,84
lug,lug_39512,161,Female,32.97875,16000,55,408
lug,lug_39509,1768,Female,40.35875,16000,51,362
lug,lug_11139,2478,Female,19.15475,16000,26,167
lug,lug_11167,2635,Male,19.80275,16000,18,130
lug,lug_11133,150,Female,20.05475,16000,31,190
lug,lug_11186,153,Male,18.43475,16000,10,70
lug,lug_11143,1420,Female,22.89875,16000,45,298
lug,lug_11106,2518,Male,29.95475,16000,21,170
lug,lug_11180,958,Male,23.25875,16000,19,156
lug,lug_11171,1448,Male,34.38275,16000,45,314
lug,lug_11136,1256,Male,41.79875,16000,52,362
lug,lug_22910,159,Male,18.50675,16000,31,226
